recipientName,count,sum_amount
President George W. Bush ,1,"5,000.00"
Hon. Todd Young,1,"5,000.00"
Jimmy Panetta for Congress,1,"5,000.00"
AMERIPAC: The Fund for a Greater America,1,"5,000.00"
"Smith, Christy",1,"5,000.00"
"Norton, Eleanor",1,"5,000.00"
"Defazio, Peter",1,"5,000.00"
Transportation Trades Department AFL-CIO Political Action Committee (TTD/PAC),1,"5,000.00"
Senator Tim Scott (SC),1,"5,000.00"
Jackie Rosen (via Rosen for Nevada),1,"5,000.00"
"Tom Carper, Bob Casey, Martin Heinrich, Tim Kaine, Joe Manchin, Chris Murphy, Gary Peters, Jacky Rosen, Jon Tester, Mark Warner",1,"5,000.00"
National Cattlemen's Beef Association Political Action Committee (NCBA-PAC),1,"5,000.00"
SEN. ROY BLUNT AND REP. DEREK KILMER,1,"5,000.00"
DANIEL KILDEE,1,"5,000.00"
Davids Sharice,1,"5,000.00"
DEB HAALAND,1,"5,000.00"
KAIALI'I KAHELE,1,"5,000.00"
Build Our Movement PAC,1,"5,000.00"
CT WORKING FAMILIES FEDERAL PAC,1,"5,000.00"
DNC PAC,1,"5,000.00"
People's Voice PAC,1,"5,000.00"
SUNSHINE ORGANIZATION FOR TREMENDOUS OPPORTUNITIES (SOTO PAC),1,"5,000.00"
CouncilPAC,1,"5,000.00"
CBA PAC,1,"5,000.00"
MORPAC,1,"5,000.00"
US Chamber PAC,1,"5,000.00"
WSIA PAC,1,"5,000.00"
Arizona democratic party ,1,"5,000.00"
mark pocan for congress,1,"5,000.00"
pete aguilar for congress,1,"5,000.00"
chc/bold pac,1,"5,000.00"
Christina hale,1,"5,000.00"
congressman hank johnson,1,"5,000.00"
democratic party of hawaii,1,"5,000.00"
dutch ruppersberger,1,"5,000.00"
Gwen moore,1,"5,000.00"
jimmy panetta,1,"5,000.00"
josh harder,1,"5,000.00"
judy chu ,1,"5,000.00"
mark deaulnier,1,"5,000.00"
mike thompson,1,"5,000.00"
congressman lou correa,1,"5,000.00"
phil arballo,1,"5,000.00"
pramila jayapal ,1,"5,000.00"
cong abby finkenauer,1,"5,000.00"
susan wild,1,"5,000.00"
tj cox,1,"5,000.00"
cong march kaptur,1,"5,000.00"
governor tom wolf,1,"5,000.00"
Jackie Gordon for Congress,1,"5,000.00"
Desiree Tims for Congress,1,"5,000.00"
Clay Jr for Congress ,1,"5,000.00"
"Cong. Debra Haaland, Cong. Gilbert Cisneros, Cong. Ilhan Omar, Cong. Joaquin Castro",1,"5,000.00"
"Maloney, Corlyn",1,"5,000.00"
Nebraska Sandhills PAC,1,"5,000.00"
Sen John R Thune,1,"5,000.00"
Sen Ronald Lee Wyden,1,"5,000.00"
MICHIGAN DEMOCRATIC STATE CENTRAL COMMITTEE,1,"5,000.00"
ALABAMA STATE DEMOCRATIC PARTY,1,"5,000.00"
DELAWARE DEMOCRATIC PARTY,1,"5,000.00"
Recipients of New Democrat Coalition Action Fund,1,"5,000.00"
Sponsorship of the 2019 Rudolph Canzater Memorial Golf Classic.,1,"5,000.00"
Sponsorship of Brumidi Society,1,"5,000.00"
"Sponsorship of the CHC Golf Fundraiser, Longest Drive & Foursome.",1,"5,000.00"
For the Playmaker sponsorship level.,1,"5,000.00"
Cassidy for Senate,1,"5,000.00"
Andy Kim ,1,"5,000.00"
Rubio Victory Committee Luncheon in support of Senator Marco Rubio,1,"5,000.00"
"Dr. Steven Rosenberg, National Cancer Institute and Dr. Scott Gottlieb, Food and Drug Administration",1,"5,000.00"
VoteVets PAC,1,"5,000.00"
New Jersey Democratic State Committee (Federal Acct.),1,"5,000.00"
Members of the Congressional Progressive Caucus PAC,1,"5,000.00"
Rep. Stephen Lynch,1,"5,000.00"
Consumer Bankers Association Political Action Committee,1,"5,000.00"
CHERPAC,1,"5,000.00"
Crop Insurance Bureau (CIRB) PAC ,1,"5,000.00"
Hoyer's Majority FUnd,1,"5,000.00"
Leadership PAC - Congressman GK Butterfield,1,"5,000.00"
Leadership PAC - Senator Richard Burr,1,"5,000.00"
Leadership PAC - Congressman Don McEaching,1,"5,000.00"
Sen. Roy Blunt; Sen. Robert Casey; Rep. Tom Cole; Rep. Gerry Connolly; Rep. John Larson; Rep. Virginia Foxx:  Board Members,1,"5,000.00"
Intel Corporation Employee Government Action Fund,1,"5,000.00"
Congressman Cedric Richmond ,1,"5,000.00"
Narragansett Bay PAC,1,"5,000.00"
Make America Prosperous PAC,1,"5,000.00"
Upstate SC PAC,1,"5,000.00"
RODNEY ILLINOIS VICTORY FUND,1,"5,000.00"
Torres Small Xochitl,1,"5,000.00"
Rep John Katko,1,"5,000.00"
Roger W Marshall,1,"5,000.00"
Rep David Joyce,1,"5,000.00"
Thomas H Kean JR,1,"5,000.00"
Anderson Drew Ferguson IV,1,"5,000.00"
Rep Sam Graves,1,"5,000.00"
Rep Pete Stauber,1,"5,000.00"
Rep David G Valadao,1,"5,000.00"
Rep Adam Kinzinger,1,"5,000.00"
The Honorable Andy Kim ,1,"5,000.00"
The Honorable Donald Norcross,1,"5,000.00"
The Honorable Jeff Merkley ,1,"5,000.00"
The Honorable Jim Langevin,1,"5,000.00"
The Honorable Andy Levin,1,"5,000.00"
Blue Majority PAC,1,"5,000.00"
The Honorable Mikie Sherrill,1,"5,000.00"
The Honorable Pramila Jayapal,1,"5,000.00"
ATHENA PAC,1,"5,000.00"
The Honorable Kathy Castor,1,"5,000.00"
The Honorable Yvette Clarke ,1,"5,000.00"
TRUEDEM Leadership PAC,1,"5,000.00"
The Honorable Jim Cooper,1,"5,000.00"
Democracy Leadership PAC,1,"5,000.00"
PAD PAC 2020,1,"5,000.00"
Clay JR for Congress ,1,"5,000.00"
Desiree Tims for Congress ,1,"5,000.00"
Jackie Gordon for Congress ,1,"5,000.00"
Friends of Lucy McBath ,1,"5,000.00"
Underwood for Congress,1,"5,000.00"
Colin Allred for Congress ,1,"5,000.00"
Friends of Jahana Hayes ,1,"5,000.00"
MOTION PICTURE ASSOCIATION INC POLITICAL ACTION COMMITTEE (MPAAMERICA PAC),1,"5,000.00"
John (Jack) Reed,1,"5,000.00"
Rely on Your Beliefs Fund,1,"5,000.00"
Friends of Pat Toomey (2022 General),1,"5,000.00"
Friends of John Barrasso (2024 General),1,"5,000.00"
Sen. Roger  Wicker,1,"5,000.00"
Sen. Catherine Cortez-Masto,1,"5,000.00"
SEN. RICHARD SHELBY,1,"5,000.00"
White Coat Waste PAC,1,"5,000.00"
KAREN BASS,1,"5,000.00"
KENDRA HORN,1,"5,000.00"
MARY SCANLON,1,"5,000.00"
ANN KUSTER,1,"5,000.00"
DEMOCRATIC PARTY OF ILLINOIS - FED ACCOUNT,1,"5,000.00"
BRENDAN BOYLE,1,"5,000.00"
STEPHEN COHEN,1,"5,000.00"
BETTY MCCOLLUM,1,"5,000.00"
XOCHITL TORRES SMALL,1,"5,000.00"
ADAM SCHIFF,1,"5,000.00"
EUGENE DEPASQUALE,1,"5,000.00"
JEFF MERKLEY,1,"5,000.00"
THOMAS SUOZZI,1,"5,000.00"
IRISH AMERICAN DEMOCRATS - FED ACCOUNT,1,"5,000.00"
DEMOCRATIC PARTY OF GA - FEDERAL,1,"5,000.00"
JOHN LARSON,1,"5,000.00"
LUCILLE ROYBAL-ALLARD,1,"5,000.00"
GILBERT CISNEROS,1,"5,000.00"
ALAN COHEN,1,"5,000.00"
BEN LUJAN,1,"5,000.00"
JASON CROW,1,"5,000.00"
TED LIEU,1,"5,000.00"
DR. RAUL RUIZ,1,"5,000.00"
LINDA SANCHEZ,1,"5,000.00"
EARL BLUMENAUER,1,"5,000.00"
PETE AGUILAR,1,"5,000.00"
DAN KILDEE,1,"5,000.00"
ANDY KIM,1,"5,000.00"
"Butterfield, George",1,"5,000.00"
"Ruiz, Raul",1,"5,000.00"
Congresswoman Gwen S. Moore ,1,"5,000.00"
Congresswoman Nita M. Lowey,1,"5,000.00"
Sen. Nancy Pelosi,1,"5,000.00"
$2800 Elise for Congress / $2200 Great America Committee,1,"5,000.00"
Suzanne Bonamici ,1,"5,000.00"
Emanuel Cleaver ,1,"5,000.00"
John Barrasso ,1,"5,000.00"
William Pascrell ,1,"5,000.00"
Vern Buchanan ,1,"5,000.00"
James Clyburn ,1,"5,000.00"
Stephen Lynch ,1,"5,000.00"
RMSP PAC,1,"5,000.00"
Andre Congress ,1,"5,000.00"
Joseph Courtney ,1,"5,000.00"
Christopher Van Hollen ,1,"5,000.00"
Cedric For Congress,1,"5,000.00"
Marcia Fudge ,1,"5,000.00"
Seth Moulton ,1,"5,000.00"
Joshua Gottheimer ,1,"5,000.00"
Christopher Murphy ,1,"5,000.00"
Jimmy Gomez ,1,"5,000.00"
SIFMA PAC,1,"5,000.00"
Winning for Women,1,"5,000.00"
Chris Coon,1,"5,000.00"
SEN JIM INHOFE,1,"5,000.00"
SEN DAN SULLIVAN,1,"5,000.00"
REP ADAM SMITH,1,"5,000.00"
Support to Ensure Victory Everywhere PAC-STEVE PAC,1,"5,000.00"
Building Leadership and Inspiring New Enterprise PAC,1,"5,000.00"
Hoops PAC,1,"5,000.00"
Hon. ANNA ESHOO,1,"5,000.00"
"Hon, LLOYD DOGGETT",1,"5,000.00"
Hon. RICHARD NEAL,1,"5,000.00"
Hon. THOM TILLIS,1,"5,000.00"
Rep Richard E. Neal,1,"5,000.00"
Madison PAC (Congressman Richie Neal),1,"5,000.00"
Great Lakes PAC (Leadership PAC for Sen. Debbie Stabenow (MI)),1,"5,000.00"
McCarthy Victory Fund (Joint Fundraising Committee (event benefiting Rep. Greg Walden)),1,"5,000.00"
Sen. Martha McSally (AZ),1,"5,000.00"
Keystone America PAC (Leadership PAC for Sen. Bob Casey (PA)),1,"5,000.00"
McConnell for Majority Leader Committee (Joint Fundraising Committee),1,"5,000.00"
Sen. Mitch McConnell (KY),1,"5,000.00"
Peters Victory Fund 2020 (Joint Fundraising Committee),1,"5,000.00"
Seeking Justice PAC (Leadership PAC for Sen. Doug Jones (AL)),1,"5,000.00"
Walden Victory Fund (Joint Fundraising Committee),1,"5,000.00"
Republican Party of Kentucky - Federal Account,1,"5,000.00"
Deborah Dingell; Jacqueline Walorski,1,"5,000.00"
Scott Taylor,1,"5,000.00"
Ron DeSantis,1,"5,000.00"
"Sen. Roy Blunt, Rep. Virginia Foxx, Sen. Bob Casey, Rep. John Larson, Rep. Tom Cole, Rep. Gerry Connolly",1,"5,000.00"
"Sen. Roy Blunt, Rep. Derek Kilmer, Sen. Roger Wicker",1,"5,000.00"
Rep. William L. Clay,1,"5,000.00"
William Thornberry,1,"5,000.00"
Rep. Jim Jordan ,1,"5,000.00"
Sen. Catherine Cortez Masto ,1,"5,000.00"
William Long,1,"5,000.00"
Joint Fundraising Committee of Perdue for Senate and One Georgia PAC (Sen. Perdue Leadership PAC),1,"5,000.00"
American Frozen Food Institute PAC,1,"5,000.00"
Ripon Society,1,"5,000.00"
Prairie Political Action Committee,1,"5,000.00"
LAND OF OPPORTUNITY PAC,1,"5,000.00"
MIDDLE CLASS AMERICA PAC,1,"5,000.00"
DePasquale for PA 10,1,"5,000.00"
Steve Stivers for Congress,1,"5,000.00"
Senator Diane Feinstein,1,"5,000.00"
Rep. Mark DeSaulinier,1,"5,000.00"
Maine Republican Party (Federal Account),1,"5,000.00"
Democrat Congress ,1,"5,000.00"
Womens Senate Network,1,"5,000.00"
Rep. Bonnie Watson-Coleman,1,"5,000.00"
"Mitch McConnell, S KY",1,"5,000.00"
AMRPA PAC,1,"5,000.00"
FEDPAC,1,"5,000.00"
CT Dem State Central Cmte-Fed Acct,1,"5,000.00"
"Nancy Pelosi, Speaker of the House of Representative",1,"5,000.00"
All for our Country Leadership PAC,1,"5,000.00"
Jeff Denham,1,"5,000.00"
Congresswoman Catherine Cortez Masto,1,"5,000.00"
Kentucky State Democratic Central Executive Committee,1,"5,000.00"
Senator Richard Burr,1,"5,000.00"
Senator Lamar Alexander,1,"5,000.00"
Rep. Adrian Smith; Rep. James Clyburn.,1,"5,000.00"
Sen. Jacky Rosen (NV),1,"5,000.00"
Michael Rogers,1,"5,000.00"
Hon Richard Scott,1,"5,000.00"
Sue Rezin,1,"5,000.00"
Roy B. Blunt,1,"5,000.00"
Committee to Elect a Republican Senate,1,"5,000.00"
Republican Assembly Campaign Committee ,1,"5,000.00"
America's Health Insurance Plans,1,"5,000.00"
Emily's List,1,"5,000.00"
DCCC Chairwoman Cheri Bustos,1,"5,000.00"
Hakeem Jeffries (H NY 08),1,"5,000.00"
William L. Clay,1,"5,000.00"
Colin Alread,1,"5,000.00"
US Senator Mike Crapo,1,"5,000.00"
U.S. Senator Mitch McConnell ,1,"5,000.00"
"no honoree, direct contribution to the federal multi-candidate PAC",1,"5,000.00"
Sen. Cornyn,1,"5,000.00"
Vice President Mike Pence,1,"5,000.00"
Rep. Greg Meeks,1,"5,000.00"
Neurocrine Biosciences PAC,1,"5,000.00"
Richard E. Neal for Congress,1,"5,000.00"
"Peter DeFazio, Leadership PAC",1,"5,000.00"
"CONGRESSIONAL BLACK CAUCUS PAC (BOARD MEMBERS: REP. MEEKS, REP. JOHNSON, REP. BUTTERFIELD, REP. CARSON, REP. BASS, REP. SEWEL, REP. JEFFRIES, REP. VEASEY, REP. KELLY, REP. EVANS, REP. UNDERWOOD)",1,"5,000.00"
CONGRESSIONAL BLACK CAUCUS,1,"5,000.00"
New Democrat Coalition PAC,1,"5,000.00"
Bold PAC,1,"5,000.00"
National Association of Manufacturers PAC,1,"5,000.00"
Honorable Kay Granger,1,"5,000.00"
Honorable Mike Conaway,1,"5,000.00"
Honorable Joe Wilson,1,"5,000.00"
Honorable Jim Cooper,1,"5,000.00"
Congresswoman Barbara Lee,1,"5,000.00"
Republican Party of Texas - Federal Account,1,"5,000.00"
Mike Thompson ,1,"5,000.00"
Ohio Republican Party State Candidate Fund,1,"5,000.00"
testing record,1,"5,000.00"
THE HONORABLE DICK DURBIN,1,"5,000.00"
Unitatis PAC,1,"5,000.00"
Carol Devine Miller,1,"5,000.00"
Mike Pence,1,"5,000.00"
CA Republican Party Federal Acct,1,"5,000.00"
Airlines for America PAC (A4A PAC),1,"5,000.00"
Representative Mike Quigley,1,"5,000.00"
Leadership PAC on behalf of Rep. Don Beyer,1,"5,000.00"
Leadership PAC on behalf of Rep. John Yarmuth ,1,"5,000.00"
Leadership PAC on behalf of Rep. Rob Wittman,1,"5,000.00"
Leadership PAC on behalf of Rep. Chris Smith ,1,"5,000.00"
Leadership PAC on behalf of Sen. Chris Van Hollen,1,"5,000.00"
Leadership PAC on behalf of Rep. Kevin Brady ,1,"5,000.00"
Leadership PAC on behalf on Sen. Ben Cardin,1,"5,000.00"
Leadership PAC on behalf of Sen. John Thune ,1,"5,000.00"
Leadership PAC on behalf of Rep. Denny Heck ,1,"5,000.00"
Leadership PAC on behalf of Sen. Rob Portman ,1,"5,000.00"
Leadership PAC on behalf of Rep. Michael Turner,1,"5,000.00"
Leadership PAC on behalf of Sen. Jerry Moran,1,"5,000.00"
Leadership PAC on behalf of Rep. Nancy Pelosi ,1,"5,000.00"
Leadership PAC on behalf of Sen. Dick Durbin,1,"5,000.00"
Leadership PAC on behalf of Sen. Richard Shelby ,1,"5,000.00"
Leadership PAC on behalf of Rep. Jamie Raskin ,1,"5,000.00"
Leadership PAC on behalf of Rep. Ben Ray Lujan ,1,"5,000.00"
Leadership PAC on behalf of Sen. Mark Warner ,1,"5,000.00"
Leadership PAC on behalf of Sen. Charles Schumer ,1,"5,000.00"
Leadership PAC on behalf of Rep. Tom Cole,1,"5,000.00"
Leadership PAC on behalf of Sen. Tim Kaine ,1,"5,000.00"
Leadership PAC on behalf of Rep. James Clyburn,1,"5,000.00"
Leadership PAC on behalf of Sen. Catherine Cortez Masto ,1,"5,000.00"
Leadership PAC on behalf of Sen. Shelly Moore Capito ,1,"5,000.00"
Leadership PAC on behalf of Rep. Gerry Connolly ,1,"5,000.00"
Leadership PAC on behalf of Sen. Gary Peters ,1,"5,000.00"
Mississippi Republican Party (Federal),1,"5,000.00"
Human Rights Campaign Equality Votes,1,"5,000.00"
Rep. Kevin Owen McCarthy (R),1,"5,000.00"
Sen. Charles E. Schumer (D),1,"5,000.00"
Sen. Martin Heinrich (D),1,"5,000.00"
Sen. John Anthony Barrasso (R),1,"5,000.00"
Sen. Brian Emanuel Schatz (D),1,"5,000.00"
Sen. Tammy S. Baldwin (D),1,"5,000.00"
Sen. Michael Dean Crapo (R),1,"5,000.00"
TRALAPAC,1,"5,000.00"
Gayle Wicker (Spouse of Sen. Roger Wicker),1,"5,000.00"
Sen. Tom Udall and Rep. Rob Bishop,1,"5,000.00"
Blue Hen PAC,1,"5,000.00"
Sen Michael F Bennet,1,"5,000.00"
NEW DEMOCRAT COALITION PAC,1,"5,000.00"
Marion Michael Rounds,1,"5,000.00"
CNG-AZ-GallegoR,1,"5,000.00"
LPAC-OH-FudgeM,1,"5,000.00"
LPAC-FL-MurphyS,1,"5,000.00"
CNG-NC-MurphyG,1,"5,000.00"
CNG-GA-HomrichL,1,"5,000.00"
CNG-NC-FOXXV,1,"5,000.00"
Congressional Black Caucus Foundation (including reception honoring Rep. Karen Bass),1,"5,000.00"
Congressional Black Caucus - covered officials on board of caucus,1,"5,000.00"
Covered officials on the US Capitol Historical Society Board,1,"5,000.00"
Covered officials on the Texas State Society Board,1,"5,000.00"
Rep. Donald Edwin Young,1,"5,000.00"
Congressman Billy Long,1,"5,000.00"
Congressional Hispanic Caucus ,1,"5,000.00"
Sen. John Cornyn (R-TX),1,"5,000.00"
Sen. Candidate Bill Hagerty (R-TN),1,"5,000.00"
Rep. Garret Graves (R-LA),1,"5,000.00"
Rep. Larry Dean Bucshon,1,"5,000.00"
Sen. Mike Enzi; Sen. John Barrasso; Sen. Elizabeth Cheney.,1,"5,000.00"
Rep. Jimmy Gomez; Rep. Jim Costa; Rep. Norma Torres; Rep. Virginia Fox; Rep. Adriano Espaillat; Rep. Juan Vargas; Rep. Earl Blumenauer; Rep. Hank Johnson; Rep. Eric Swalwell,1,"5,000.00"
"A. Mitchell McConnell, Jr.",1,"5,000.00"
August Lee Pfluger II,1,"5,000.00"
Rep Ralph L Abraham Jr,1,"5,000.00"
Rep. Michael Burgess (R-26th TX),1,"5,000.00"
Federal Account,1,"5,000.00"
Drew A. Ferguson,1,"5,000.00"
Votevets,1,"5,000.00"
Sen. Barbara Bollier (D),1,"5,000.00"
Rep. Alexander X. Mooney (R),1,"5,000.00"
Rep. Ted E. Cruz (R),1,"5,000.00"
Equality PAC ,1,"5,000.00"
Republican Party of Kentucky ,1,"5,000.00"
Dr. Manny Sethi ,1,"5,000.00"
Rep. Eddie Bernice Johnson (D),1,"5,000.00"
Rep. Steny Hamilton Hoyer (D),1,"5,000.00"
Rep. Daniel Alan Webster (R) ,1,"5,000.00"
Rep. Steve Stivers (R) ,1,"5,000.00"
Rep. Andrew P. Harris (R),1,"5,000.00"
Rep. Adam Daniel Kinzinger (R),1,"5,000.00"
Rep. March Veasey (D),1,"5,000.00"
The Massachusetts Democratic Party,1,"5,000.00"
Wicker,1,"5,000.00"
"Donna Shalala, Susan Collins, Debbie Stabenow, Fred Upton, Chris Smith, Debbie Dingell",1,"5,000.00"
Helen Milby,1,"5,000.00"
Molly Allen Tuesca,1,"5,000.00"
Meredith Lesher,1,"5,000.00"
Ashley Arenholz,1,"5,000.00"
Randall Feenstra,1,"5,000.00"
Michael Richard Pence,1,"5,000.00"
Nebraska Democratic Party,1,"5,000.00"
Minnesota Democratic-farmer-labor Party,1,"5,000.00"
Democratic Executive Committee Of Florida,1,"5,000.00"
Arizona State Democratic Central Executive Cmte,1,"5,000.00"
Democratic Party of Oregon,1,"5,000.00"
North Carolina Democratic Party - Fed,1,"5,000.00"
Maine Democratic State Committee,1,"5,000.00"
Kansas Democratic Party,1,"5,000.00"
Georgia Federal Elections Committee,1,"5,000.00"
Colorado Democratic Party,1,"5,000.00"
California Democratic Party,1,"5,000.00"
Pennsylvania Democratic Party,1,"5,000.00"
Democratic Party of New Mexico,1,"5,000.00"
Texas Democratic Party,1,"5,000.00"
Senate Democratic Leader Chuck Schumer,1,"5,000.00"
Tommy Tuberville,1,"5,000.00"
Chris Lewis,1,"5,000.00"
"Catherine Cortez Masto, Chair",1,"5,000.00"
Michael Rounds,1,"5,000.00"
INGAA PAC,1,"5,000.00"
Various Republican Candidates,1,"5,000.00"
Various Candidates,1,"5,000.00"
Dan Hemmert,1,"5,000.00"
U.S. Representative Ruben Gallego,1,"5,000.00"
U.S. Representative Marcia Fudge,1,"5,000.00"
U.S. Representative Greg Murphy,1,"5,000.00"
"Lynne Homrich, Candidate for U.S. House of Representatives",1,"5,000.00"
U.S. Representative Virginia Foxx,1,"5,000.00"
National Association of Broadcasters PAC,1,"5,000.00"
Mortgage Bankers Association PAC (MORPAC),1,"5,000.00"
Hon. Jacky Rosen,1,"5,000.00"
Hon. Clay Higgins,1,"5,000.00"
David Friedman,1,"5,000.00"
Deciding Critical Races PAC,1,"5,000.00"
Rep. Debbie Dingell ,1,"5,000.00"
GASPAC,1,"5,000.00"
Sen. Tammy S. Baldwin,1,"5,000.00"
Sen Amy Klobuchar,1,"5,000.00"
Sen Sheldon Whitehouse,1,"5,000.00"
Rep Marcy C Kaptur,1,"5,000.00"
Representative Peter DeFazio Leadership PAC,1,"5,000.00"
Doug  Jones,1,"5,000.00"
Terri  Sewell,1,"5,000.00"
Gerald  McNerney,1,"5,000.00"
Xochitl  Torres Small,1,"5,000.00"
Peter  DeFazio,1,"5,000.00"
Kurt  Schrader,1,"5,000.00"
Dan  Newhouse,1,"5,000.00"
Donald  Young,1,"5,000.00"
Michael  Simpson,1,"5,000.00"
Kathleen  Rice,1,"5,000.00"
Ben  McAdams,1,"5,000.00"
Charlie  Crist,1,"5,000.00"
James  Cooper,1,"5,000.00"
Sylvia  Garcia,1,"5,000.00"
Mario  Diaz-Balart,1,"5,000.00"
Lisa  Blunt Rochester,1,"5,000.00"
Larry  Bucshon,1,"5,000.00"
Stephanie  Murphy,1,"5,000.00"
Tina  Smith,1,"5,000.00"
Thomas  Emmer,1,"5,000.00"
Collin  Peterson,1,"5,000.00"
Ritchie  Torres,1,"5,000.00"
Carolyn  Maloney,1,"5,000.00"
Dina  Titus,1,"5,000.00"
Jeff  Van Drew,1,"5,000.00"
Eric  Swalwell,1,"5,000.00"
Alfred  Lawson,1,"5,000.00"
Eugene  DePasquale,1,"5,000.00"
Gwen  Moore,1,"5,000.00"
Gerald  Connolly,1,"5,000.00"
Ruben  Gallego,1,"5,000.00"
Conor  Lamb,1,"5,000.00"
Tim  Burchett,1,"5,000.00"
Theresa  Greenfield,1,"5,000.00"
Jessica  Cisneros,1,"5,000.00"
Alan  Cohn,1,"5,000.00"
Edwin  Perlmutter,1,"5,000.00"
Joseph  Neguse,1,"5,000.00"
Jason  Crow,1,"5,000.00"
Jerrold  Nadler,1,"5,000.00"
Guy  Reschenthaler,1,"5,000.00"
Rita  Hart,1,"5,000.00"
Brian  Mast,1,"5,000.00"
Adam  Smith,1,"5,000.00"
Timothy  Ryan,1,"5,000.00"
Elaine  Luria,1,"5,000.00"
Donald  Bacon,1,"5,000.00"
Joseph  Courtney,1,"5,000.00"
Mark  Takano,1,"5,000.00"
Lori  Trahan,1,"5,000.00"
Debra  Haaland,1,"5,000.00"
Richard  Neal,1,"5,000.00"
Marcy  Kaptur,1,"5,000.00"
Joaquin  Castro,1,"5,000.00"
David  Joyce,1,"5,000.00"
Bryan  Steil,1,"5,000.00"
Bill  Johnson,1,"5,000.00"
Terrance TJ Cox,1,"5,000.00"
Sean  Maloney,1,"5,000.00"
Antonio  Delgado,1,"5,000.00"
2019 CHCI R2L NextGen - Ford Driving Skills for Life,1,"5,000.00"
Hawaii PAC,1,"5,000.00"
Motor City PAC,1,"5,000.00"
Wolverine PAC,1,"5,000.00"
LATTA PAC,1,"5,000.00"
"Current Members of Congress who sit on the CBCF Board and CBC Members from the New York, Illinois, and Delaware Congressional Delegations/2019 All Things North Reception sponsorship",1,"5,000.00"
Current Members of Congress who sit on the CHCI Board of Directors/ 42nd Annual Awards Gala Sponsorship,1,"5,000.00"
Natalie Yezbick - Office of Senator John Cornyn,1,"5,000.00"
Republican Mainstreet Partnership PAC ,1,"5,000.00"
Sen. Todd Christopher Young ,1,"5,000.00"
NEW JERSEY DEMOCRATIC STATE COMMITTEE,1,"5,000.00"
Congressman Kurt Schrader ,1,"5,000.00"
NEW DEMOCRAT COALITION POLITICAL ACTION COMMITTEE,1,"5,000.00"
Carol Miller ,1,"5,000.00"
Chuck Schumer ,1,"5,000.00"
Mike Gallagher ,1,"5,000.00"
"David McKinley, H WV 01",1,"5,000.00"
WORKING FAMILIES PARTY,1,"5,000.00"
TRUEDEM LEADERSHIP FUND,1,"5,000.00"
ARTICLE 1 PAC,1,"5,000.00"
DANNY K DAVIS,1,"5,000.00"
BRAD SCHNEIDER,1,"5,000.00"
MARK HAASIS,1,"5,000.00"
AMERICA 2.0,1,"5,000.00"
13TH CONGRESSIONAL DISTRICT,1,"5,000.00"
DONALD NORCROSS,1,"5,000.00"
TIM RYAN,1,"5,000.00"
MARCY KAPTUR,1,"5,000.00"
BRENDON BOYLE,1,"5,000.00"
NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,1,"5,000.00"
Sen Joe Donnelly,1,"5,000.00"
Republican Party Of Texas (Federal Account),1,"5,000.00"
Rep. Joyce Beatty ,1,"5,000.00"
"Rep. Tony Cardenas, Rep. Judy Chu, Rep.Hakeem Jeffries",1,"5,000.00"
Hon. Bennie Thompson,1,"5,000.00"
Insuring American PAC,1,"5,000.00"
Sen. Jim Inhofe's leadership PAC,1,"5,000.00"
Sen. Shelley Moore Capito's leadership PAC,1,"5,000.00"
Sen. Cory Gardner's leadership PAC,1,"5,000.00"
U.S. Travel PAC,1,"5,000.00"
Rosen Victory Fund,1,"5,000.00"
FREE STATE PAC,1,"5,000.00"
GETTING STUFF DONE PAC GSDPAC,1,"5,000.00"
DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE,1,"5,000.00"
INNOVATION PAC,1,"5,000.00"
Representative Pete Defazio,1,"5,000.00"
Southern California Fund Federal Account,1,"5,000.00"
Representative Rosa Delauro,1,"5,000.00"
Representative Adam Smith,1,"5,000.00"
Representative Brendan Boyle,1,"5,000.00"
Representative Mary Scanlon,1,"5,000.00"
Representative Susan Wild,1,"5,000.00"
Representative Mike Doyle,1,"5,000.00"
Representative Dutch Ruppersberger,1,"5,000.00"
Representative Elijah Cummings,1,"5,000.00"
Representative Eleanor Holmes Norton,1,"5,000.00"
Representative Dwight Evans,1,"5,000.00"
Representative Andre Carson,1,"5,000.00"
Representative Chuy Garcia,1,"5,000.00"
Representative Jim McGovern,1,"5,000.00"
Representative William Keating,1,"5,000.00"
Representative Ayanna Pressley,1,"5,000.00"
Representative Dean Phillips,1,"5,000.00"
Representative Ilhan Omar,1,"5,000.00"
Representative Gwen Moore,1,"5,000.00"
Representative Mark Pocan,1,"5,000.00"
Representative Rosa L. DeLauro,1,"5,000.00"
Representative Andy Levin ,1,"5,000.00"
Representative Brenda Lawrence,1,"5,000.00"
Representative Rashida Tlaib,1,"5,000.00"
Representative Bobby Scott,1,"5,000.00"
Democratic Party of Oregon Federal Account,1,"5,000.00"
