recipientName,count,sum_amount
Wesley Hunt,7,"6,750.00"
Congressman Dan Kildee,7,"6,750.00"
Congressman Denver Riggleman,6,"6,750.00"
Rep. Thomas Massie,6,"6,750.00"
Rep. Jim Clyburn (D-SC),5,"6,750.00"
Rep. Jason Crow,5,"6,750.00"
New Millennium PAC,4,"6,750.00"
Donald J Trump,3,"6,700.00"
Joe Biden for President,4,"6,620.00"
Rep. Elaine Luria,9,"6,619.00"
Sen. Mitch McConnell (R),3,"6,614.37"
Congressman Dwight Evans,9,"6,600.00"
Rep. Albio Sires,3,"6,600.00"
Cong. Peter DeFazio,7,"6,525.00"
Congressman Kevin Hern,5,"6,525.00"
Cynthia Lummis,10,"6,500.00"
Rep. Jared Huffman,9,"6,500.00"
Congressman Brian Fitzpatrick,8,"6,500.00"
Ronald James Kind,7,"6,500.00"
Representative Don Young,7,"6,500.00"
Scott Perry,7,"6,500.00"
Congressman John Garamendi,6,"6,500.00"
"Hudson, Richard",6,"6,500.00"
Ben Cardin,6,"6,500.00"
Rep. Suzanne Bonamici,6,"6,500.00"
Darin Lahood,6,"6,500.00"
Rep. Rodney Davis ,5,"6,500.00"
Sen Bob Casey,5,"6,500.00"
Rep A Donald McEachin,5,"6,500.00"
Rep Susie K Lee,5,"6,500.00"
Rep Veronica Escobar,5,"6,500.00"
"Upton, Frederick",5,"6,500.00"
Rep. David Kustoff,5,"6,500.00"
Rep Ross Spano,5,"6,500.00"
Rep. Emanuel Cleaver,5,"6,500.00"
Sen. Patrick Toomey,5,"6,500.00"
Ralph Abraham,5,"6,500.00"
Beth Van Duyne,4,"6,500.00"
Sheila Jackson-Lee,4,"6,500.00"
Joe Courtney,4,"6,500.00"
Michael Enzi,4,"6,500.00"
Sarah Riggs Amico,4,"6,500.00"
Rep. S. Raja Krishnamoorthi,4,"6,500.00"
Angela Craig,4,"6,500.00"
Bobby Rush,4,"6,500.00"
U.S. Representative Jim Clyburn,4,"6,500.00"
Rep. Marc A. Veasey,4,"6,500.00"
PRAMILA JAYAPAL,3,"6,500.00"
Patrick Joseph Toomey,3,"6,500.00"
Martha Elizabeth McSally,3,"6,500.00"
Representative Jamie Raskin,3,"6,500.00"
"Burgess, Michael",3,"6,500.00"
Rep David Schweikert,3,"6,500.00"
The Honorable Nanette Barragan,3,"6,500.00"
Rep. Andy Biggs,3,"6,500.00"
Greg Walden ,3,"6,500.00"
Congressman Bill Johnson,3,"6,500.00"
Bill Hagerty ,3,"6,500.00"
Rep. Brad Wenstrup ,3,"6,500.00"
Rep Lori Trahan,3,"6,500.00"
Congressman Tom Emmer,3,"6,500.00"
Jerry Nadler,3,"6,500.00"
Robin Kelly ,3,"6,500.00"
Representative John Yarmuth,3,"6,500.00"
CNG-NY-StefanikE,3,"6,500.00"
Cory Gartner,3,"6,500.00"
The Honorable Patrick McHenry,3,"6,500.00"
Sen. Daniel Scott Sullivan,3,"6,500.00"
Rep. Dan Bishop (R),3,"6,500.00"
Rep. Daniel Crenshaw,3,"6,500.00"
"Cuellar, Henry",3,"6,500.00"
Cong. Earl Blumenauer,3,"6,500.00"
"Krishnamoorthi, Raja",2,"6,500.00"
DAVID PRICE,2,"6,500.00"
GRACE NAPOLITANO,2,"6,500.00"
BLUE MAJORITY PAC,2,"6,500.00"
"Blunt, Roy",2,"6,500.00"
"Lujan, Ben",2,"6,500.00"
Representative Peter Welch,2,"6,500.00"
Congresswoman Marcia Fudge,2,"6,500.00"
SAC PAC,2,"6,500.00"
Representative Stephen Lynch,2,"6,500.00"
Rep Antonio Delgado,2,"6,500.00"
Rep Jason Crow,2,"6,500.00"
Senator Mike Crapo (R-ID),2,"6,500.00"
Rep. Brian K. Fitzpatrick (R),2,"6,500.00"
"Schatz, Brian",2,"6,500.00"
"Sen. Bob Casey, Jr.",2,"6,500.00"
The Honorable Richard Neal,2,"6,500.00"
"Rep. Stephanie Murphy, Rep. Darin Lahood and Sen. Rob Portman",1,"6,500.00"
Rep. Mikie Sherrill,14,"6,400.00"
Hans Klemm,1,"6,400.00"
"Viviana Bovo, Senior Advisor (Sen. Rubio) and Robert Kelly, Deputy Chief of Staff (Sen. Menedez)",1,"6,395.42"
Crapo Victory Committee,3,"6,350.00"
"Sponsorship of the Spring Reception and Governors Reception, and non-profit memberships.",1,"6,350.00"
Sen. Richard Burr,7,"6,333.34"
Rep. Gwen Moore,6,"6,325.26"
Rep. Danny Davis,5,"6,325.00"
TJ Cox,5,"6,301.94"
Congressman Donald Norcross,3,"6,300.00"
Rep. Eliot Engel,9,"6,250.00"
Steve Watkins,9,"6,250.00"
Rep. Dwight Evans,7,"6,250.00"
Rep. Dave Joyce,5,"6,250.00"
Sen. Mike Lee,4,"6,250.00"
Service First Women's Victory Fund,4,"6,250.00"
Rep. Anthony Gonzales,3,"6,250.00"
"Reps. Cedric Richmond and Donald Payne, Jr.",1,"6,202.29"
Representative Patrick McHenry,6,"6,200.00"
Rep. Dan Crenshaw,6,"6,179.75"
Rep. John Curtis,8,"6,174.98"
Senator Ben Sasse,7,"6,150.00"
Representative Haley Stevens,6,"6,069.00"
Congressman David Cicilline,2,"6,042.95"
Lynn Fitch,4,"6,000.08"
Donald Payne Jr.,8,"6,000.00"
Senator Ron Johnson,8,"6,000.00"
Rep. Brad Sherman,7,"6,000.00"
The Honorable Raja Krishnamoorthi,6,"6,000.00"
Tim Burchett,6,"6,000.00"
Congressman Tom Rice,6,"6,000.00"
Congressman David Schweikert,6,"6,000.00"
Rep. James Langevin,6,"6,000.00"
Rep. Elijah Cummings,6,"6,000.00"
Del Eleanor Holmes Norton,5,"6,000.00"
Robert C. Scott,5,"6,000.00"
Rep. Darren Soto,5,"6,000.00"
Sanford Bishop for Congress,5,"6,000.00"
Rep. Sylvia R. Garcia,5,"6,000.00"
Congresswoman Elise Stefanik ,5,"6,000.00"
Congressman Mike McCaul,4,"6,000.00"
Congressman Gerry Connolly,4,"6,000.00"
New Jersey Democratic State Committee,4,"6,000.00"
Chellie Pingree,4,"6,000.00"
Rep Chip Roy,4,"6,000.00"
Rep Christopher C Pappas,4,"6,000.00"
Senator Jon Tester,4,"6,000.00"
Stanton for Congress,4,"6,000.00"
Sen. Gary Charles Peters,4,"6,000.00"
Rep Julia Brownley,4,"6,000.00"
Sen. Bill Cassidy (R-LA),4,"6,000.00"
Rep. Amerish B. Bera,4,"6,000.00"
Sen. Susan Collins (ME),4,"6,000.00"
Sen. Gary C. Peters,4,"6,000.00"
Jessica Taylor,3,"6,000.00"
Durbin Victory Fund,3,"6,000.00"
PETER DEFAZIO,3,"6,000.00"
James M. Inhofe,3,"6,000.00"
Bradley Walker,3,"6,000.00"
"Cassidy, Bill",3,"6,000.00"
"McHenry, Patrick",3,"6,000.00"
"Walorski, Jackie",3,"6,000.00"
Sen. Kelly Loeffler,3,"6,000.00"
H. Morgan Griffith,3,"6,000.00"
Rep Steve I Cohen,3,"6,000.00"
Winning Strategies Washington PAC,3,"6,000.00"
Rep. W. Blaine Luetkemeyer,3,"6,000.00"
Sen. Michael Dean Crapo,3,"6,000.00"
Rep Russell M Fulcher,3,"6,000.00"
"DeFazio, Peter",3,"6,000.00"
Tate Reeves,3,"6,000.00"
The Honorable Steve Scalise,3,"6,000.00"
Tom Reed for Congress,3,"6,000.00"
Rep. Lloyd K. Smucker,3,"6,000.00"
Sen. Steve David Daines (R),3,"6,000.00"
Rep. David Schweikert (R),3,"6,000.00"
Rep. Kathy Castor,3,"6,000.00"
John Kennedy ,3,"6,000.00"
REP DENVER RIGGLEMAN,3,"6,000.00"
New Democrat Coalition Action Fund ,3,"6,000.00"
Rep. Sanford D. Bishop Jr.,3,"6,000.00"
Terri Sewell for Congress,3,"6,000.00"
Rep Harley Rouda,3,"6,000.00"
Congressman Mike Thompson,3,"6,000.00"
U.S. Representative Kevin Brady,3,"6,000.00"
U.S. Representative Terri Sewell,3,"6,000.00"
MJ Hegar ,3,"6,000.00"
"Peters, Gary",3,"6,000.00"
"Kelly, Robin",3,"6,000.00"
Rep. Suzan Kay DelBene,3,"6,000.00"
C.A. Ruppersberger,3,"6,000.00"
Robert Wittman,3,"6,000.00"
Rep. William Posey (R),3,"6,000.00"
Sara Weir,3,"6,000.00"
Rep. Thomas R. Suozzi,3,"6,000.00"
U.S. Representative Stephanie Murphy,3,"6,000.00"
"Buchanan, Vern",3,"6,000.00"
Senator Jack Reed ,3,"6,000.00"
U.S. Representative Kevin McCarthy,3,"6,000.00"
Rep Cheri Bustos,2,"6,000.00"
BSA PAC,2,"6,000.00"
Richie Torres,2,"6,000.00"
W. Blaine Luetkemeyer,2,"6,000.00"
"Thomas Earl Emmer, Jr.",2,"6,000.00"
"Inhofe, Jim",2,"6,000.00"
"Wenstrup, Brad",2,"6,000.00"
Representative Lori Trahan,2,"6,000.00"
"Pocan, Mark",2,"6,000.00"
"Bera, Ami",2,"6,000.00"
NEW HAMPSHIRE DEMOCRATIC PARTY,2,"6,000.00"
Representative Roger Marshall,2,"6,000.00"
Representative Joe Courtney,2,"6,000.00"
Representative Josh Gottheimer,2,"6,000.00"
Sen Kelly Loeffler,2,"6,000.00"
Rep Mac Thornberry,2,"6,000.00"
Rep Jim Clyburn,2,"6,000.00"
Representative Kevin Brady,2,"6,000.00"
John Garamendi ,2,"6,000.00"
Representative Tom Graves,2,"6,000.00"
Representative Pete Stauber,2,"6,000.00"
Mike Levin ,2,"6,000.00"
The Honorable Matt Cartwright,2,"6,000.00"
The Honorable Joe Morelle,2,"6,000.00"
The Honorable Abby Finkenauer,2,"6,000.00"
Rep. David Albert Scott (D),2,"6,000.00"
ROBERT SCOTT,2,"6,000.00"
"Guthrie, Brett",2,"6,000.00"
Marsha Blackburn ,2,"6,000.00"
Lindsey Graham ,2,"6,000.00"
REP BETTY MCCOLLUM,2,"6,000.00"
Rep. Steven A. Horsford,2,"6,000.00"
Sen. Tim E. Scott,2,"6,000.00"
Tuesday Group PAC,2,"6,000.00"
MAD4PA PAC,2,"6,000.00"
Jim Risch for Senate,2,"6,000.00"
Congressman G.K. Butterfield,2,"6,000.00"
Congressman Richard E. Neal,2,"6,000.00"
Sen. Steve Daines (MT),2,"6,000.00"
Congresswoman Virginia Foxx,2,"6,000.00"
STENY HOYER,2,"6,000.00"
First in Freedom PAC,2,"6,000.00"
Representative Peter Visclosky,2,"6,000.00"
Representative Richard E. Neal,2,"6,000.00"
Representative Anthony Brown,2,"6,000.00"
"Clyburn, James",2,"6,000.00"
Rep. Stephen Joseph Scalise,2,"6,000.00"
Sen Tillis,2,"6,000.00"
Sen. Susan Margaret Collins,2,"6,000.00"
Michael Conaway,2,"6,000.00"
Rep. Pete Visclosky,2,"6,000.00"
Rep. Bobby Lee Rush (D),2,"6,000.00"
Connie Pillich,2,"6,000.00"
Michele Lepore-Hagan,2,"6,000.00"
Representative Steve Cohen,2,"6,000.00"
Various Democratic Candidates,2,"6,000.00"
Sen. Mitt Romney ,2,"6,000.00"
Representative Madeleine Dean,2,"6,000.00"
Representative Chrissy Houlahan,2,"6,000.00"
Representative Raja Krishnamoorthi,2,"6,000.00"
Elizabeth Ann Van Duyne,2,"6,000.00"
Sen Charles Schumer,2,"6,000.00"
Timothy Kaine,2,"6,000.00"
"Manchin, Joe",2,"6,000.00"
Congresswoman Tina Smith,2,"6,000.00"
"Rep. Madeleine Dean, Rep. Mary Gay Scanlon, Rep. Susan Wild, Rep. Chrissy Houlahan",1,"6,000.00"
"Senator Kirsten Gillibrand, Rep. Pramila Jayapal, Rep. Ayanna H. Pressley ",1,"6,000.00"
Congresswoman Angie Craig,8,"5,994.00"
Kamala Harris,10,"5,915.00"
Various,8,"5,850.00"
U.S. Senator Susan Collins,4,"5,800.00"
Rep. French Hill ,4,"5,800.00"
Senator Mark R. Warner ,2,"5,800.00"
James E. Clyburn,7,"5,750.00"
Rep Dwight Evans,5,"5,750.00"
Gina Ortiz Jones for Congress,5,"5,750.00"
Rep. Brian Mast,5,"5,750.00"
Gina Ortiz,4,"5,750.00"
Nicole Malliotakis,4,"5,750.00"
Rep. Nanette Barragan,3,"5,750.00"
Congressman Greg Murphy,3,"5,750.00"
Rep. Jim Baird,7,"5,700.00"
Randy Feenstra,6,"5,700.00"
Ann Wagner ,2,"5,700.00"
Republican candidates for US Senate,3,"5,625.00"
Mikie Sherrill ,6,"5,619.00"
Representative Lauren Underwood,3,"5,619.00"
Ms. Rhonda Foxx,2,"5,600.00"
Ms. Jesse Mermell,2,"5,600.00"
U.S. Senator Jerry Moran,2,"5,600.00"
JEFF SESSIONS,2,"5,600.00"
"NYC Councilman Ritchie Torres, candidate for NY-15",2,"5,600.00"
"Theresa Greenfield and Cal Cunningham, candidates for U.S. Senate",2,"5,600.00"
"NYS Senator David Carlucci, candidate for NY-17",2,"5,600.00"
"Joint - Kevin McCarthy For Congress, Valadao For Congress",2,"5,600.00"
Rep Bill Pascrell Jr,2,"5,600.00"
Tom Malinowski ,2,"5,600.00"
U.S. Senator James E. Risch,1,"5,600.00"
U.S. Senator Lindsey Graham ,1,"5,600.00"
Rep. Richard Hudson (primary and general),1,"5,600.00"
Sen. Cory Gardner; NRSC,1,"5,600.00"
Rep. Guy Reschenthaler (primary and general),1,"5,600.00"
Rep. David Kustoff (primary and general),1,"5,600.00"
Evelyn Farkas ,1,"5,600.00"
Sen. Charles Schumer (D-NY),1,"5,600.00"
Speaker Nancy Pelosi ,1,"5,600.00"
Congressman Ron Estes for Congress,1,"5,600.00"
Reps. Nunes & Holding,1,"5,600.00"
Marie Newman,3,"5,509.00"
Team Graham,11,"5,500.00"
Bill Keating,8,"5,500.00"
Congressman Vern Buchanan,7,"5,500.00"
Congressman Tim Burchett,6,"5,500.00"
Rep. Ted Yoho,6,"5,500.00"
Rep. Debbie Lesko,6,"5,500.00"
Sen. Charles Grassley,5,"5,500.00"
Rep. Russ Fulcher,5,"5,500.00"
Rep Van Taylor,5,"5,500.00"
Rep Ruben Gallego,5,"5,500.00"
Representative Terri Sewell,5,"5,500.00"
Congressman Sam Graves ,5,"5,500.00"
Reclaim America PAC,5,"5,500.00"
Sen. Catherine Cortez Masto,5,"5,500.00"
Congressman Mike Johnson,5,"5,500.00"
Congressman Collin Peterson,5,"5,500.00"
Rep. Nanette Diaz Barragan,5,"5,500.00"
Rep. Jerry McNerney,4,"5,500.00"
Congressman Greg Pence,4,"5,500.00"
Rep Katherine Clark,4,"5,500.00"
Rep. Lucille Roybal-Allard,4,"5,500.00"
Rep. Janice Schakowsky,4,"5,500.00"
"Pappas, Chris",4,"5,500.00"
Bryan G. Steil,4,"5,500.00"
Rep. Jeff Fortenberry,4,"5,500.00"
Rep Matt Cartwright,4,"5,500.00"
Rep Andy P Harris,4,"5,500.00"
Rep Scott Perry,4,"5,500.00"
Vincente Gonzalez,4,"5,500.00"
Congresswoman Carol Miller,4,"5,500.00"
Kenneth Buck,4,"5,500.00"
REP ROB WITTMAN,4,"5,500.00"
Rep. Robert Latta,4,"5,500.00"
Rep. Scott Tipton,4,"5,500.00"
James Jordan,4,"5,500.00"
Hon. Don Young,4,"5,500.00"
Congresswoman Kathy Castor,4,"5,500.00"
Congressman Lance Gooden,4,"5,500.00"
Congressman French Hill,4,"5,500.00"
"Suozzi, Thomas",4,"5,500.00"
Rep Joe Courtney,3,"5,500.00"
Rep Austin Scott,3,"5,500.00"
Matsui for Congress,3,"5,500.00"
Stivers for Congress,3,"5,500.00"
Rep. Lacy Clay,3,"5,500.00"
Hakeem Jeffries ,3,"5,500.00"
Todd Young ,3,"5,500.00"
CORY GARDNER,3,"5,500.00"
Senator Mike Enzi,3,"5,500.00"
Congressman Scott Peters,3,"5,500.00"
Sen Richard Blumenthal,3,"5,500.00"
U.S. Representative Frank Pallone,3,"5,500.00"
Sen. Mitch McConnell (R - KY),3,"5,500.00"
Brendan Boyle ,2,"5,500.00"
"Doyle, Michael",2,"5,500.00"
Congressman Van Taylor (TX),2,"5,500.00"
"Doggett, Lloyd",2,"5,500.00"
CHRIS PAPPAS,2,"5,500.00"
Roger Williams ,2,"5,500.00"
Rep. Frederick Upton,2,"5,500.00"
SUZANNE BONAMICI,2,"5,500.00"
CHUY GARCIA,2,"5,500.00"
U.S. Senator Tina Smith,2,"5,500.00"
Emanuel Cleaver II,2,"5,500.00"
Rep. Mark Pocan,2,"5,500.00"
Sen. Steve David Daines ,2,"5,500.00"
Rep. Jim Himes (D-CT),2,"5,500.00"
Montana Democratic Party,2,"5,500.00"
"Pence, Greg",2,"5,500.00"
Gov. John Hickenlooper,2,"5,500.00"
Representative Ruben Gallego,2,"5,500.00"
Representative Mikie Sherill,2,"5,500.00"
Young Kim,7,"5,400.00"
Rep. Joe Cunningham,11,"5,350.00"
Shay Stautz,6,"5,350.00"
CONOR LAMB,2,"5,350.00"
Thomas Carper,7,"5,300.00"
Rep. Robin Lynne Kelly,4,"5,300.00"
Nancy Pelosi ,3,"5,300.00"
Jenniffer Gonzalez,2,"5,300.00"
Rep. Greg Pence (primary and general),1,"5,300.00"
Alaskans for Dan Sullivan,6,"5,250.00"
Congresswoman Gwen Moore,6,"5,250.00"
U.S. Representative Drew Ferguson,4,"5,250.00"
Congressman Tom Graves,4,"5,250.00"
Jim Costa ,3,"5,250.00"
Lee Zeldin ,3,"5,250.00"
The Honorable Anthony Brindisi,2,"5,250.00"
Michael Bennet ,2,"5,250.00"
Rep. Joe Wilson,2,"5,250.00"
Senator William Cassidy,2,"5,250.00"
Senator Dick Durbin ,2,"5,200.00"
Rep. Hakeem S. Jeffries,4,"5,197.83"
Robert Casey,3,"5,120.00"
Representative Angie Craig,2,"5,119.00"
Representative Cindy Axne,2,"5,119.00"
Representative Jahana Hayes,2,"5,112.00"
Sen. Lindsay Graham,2,"5,100.00"
Delaware Democratic Party,2,"5,050.00"
Democratic Party of Virginia,2,"5,040.00"
Rep. Bill Keating,4,"5,026.38"
Representative Seth Moulton,2,"5,007.26"
ANTHONY BRINDISI,2,"5,006.22"
KIM SCHRIER,2,"5,006.22"
BEN MCADAMS,2,"5,006.22"
ABBY FINKENAUER,2,"5,006.22"
John Blair,15,"5,000.00"
U.S. Senator Dick Durbin,8,"5,000.00"
Rep. Mark DeSaulnier,7,"5,000.00"
Rep. David Schweikert,7,"5,000.00"
Congressman David McKinley,5,"5,000.00"
"Palmer, Gary (R-AL)",5,"5,000.00"
"LaHood, Darin McKay (R-IL)",5,"5,000.00"
"Neal, Richard (D-MA)",5,"5,000.00"
"McHenry, Patrick Timothy (R-NC)",5,"5,000.00"
"Rosen, Jacky (D-NV)",5,"5,000.00"
"Luetkemeyer, W. Blaine (R-MO)",5,"5,000.00"
"Pringle, Chris (R-AL)",5,"5,000.00"
"Coons, Chris (D-DE)",5,"5,000.00"
"Hyde-Smith, Cindy (R-MS)",5,"5,000.00"
"Napolitano, Grace (D-CA)",5,"5,000.00"
"Sewell, Terri (D-AL)",5,"5,000.00"
"Clarke, Yvette (D-NY)",5,"5,000.00"
"Pascrell, William (D-NJ)",5,"5,000.00"
"Sasse, Ben (R-NE)",5,"5,000.00"
"Raskin, Jamie (D-MD)",5,"5,000.00"
Congressman Bill Pascrell,5,"5,000.00"
Sen. John Neely Kennedy,5,"5,000.00"
William Lacy Clay,5,"5,000.00"
"Curtis, John",5,"5,000.00"
U.S. Representative Debbie Dingell,5,"5,000.00"
Tony Cardenas for Congress,5,"5,000.00"
Mark Desaulnier,5,"5,000.00"
"Harley E. Rouda, Jr.",5,"5,000.00"
Ann McLane Kuster,5,"5,000.00"
Huffman for Congress,5,"5,000.00"
Rep. Carol Miller,5,"5,000.00"
Rep Glenn S Grothman,5,"5,000.00"
Congressman John Carter,5,"5,000.00"
Rep. Anthony Brown,5,"5,000.00"
Congressman Dan Crenshaw,4,"5,000.00"
Congressman Cedric Richmond,4,"5,000.00"
Rep Colin Allred,4,"5,000.00"
Sen. Thomas Roland Tillis,4,"5,000.00"
Rep Elise Stefanik,4,"5,000.00"
Pete Olson,4,"5,000.00"
The Honorable James E. Risch,4,"5,000.00"
Senator Steve Daines ,4,"5,000.00"
U.S. Senator Patty Murray,4,"5,000.00"
Daniel Sullivan,4,"5,000.00"
Representative Doug Collins,4,"5,000.00"
Rep Mark DeSaulnier,4,"5,000.00"
Rep. Greg Murphy,4,"5,000.00"
Sen. Chris Coons (D-DE),4,"5,000.00"
Sen. Jack Francis Reed,4,"5,000.00"
Barbara J. Lee,4,"5,000.00"
Chris Coons For Delaware,3,"5,000.00"
Rep Susan Ellis Wild,3,"5,000.00"
Rep. Larry D. Bucshon,3,"5,000.00"
Rep. Trey Hollingsworth III,3,"5,000.00"
Senator Martin Heinrich,3,"5,000.00"
Rep. Michael C. Thompson (D),3,"5,000.00"
Sen. Rob Portman ,3,"5,000.00"
Rep. Fred Upton (MI),3,"5,000.00"
SEN DICK DURBIN,3,"5,000.00"
REP STEVE SCALISE,3,"5,000.00"
Representative Hakeem Jeffries,3,"5,000.00"
Various Members of Congress,3,"5,000.00"
Rep. Harley Rouda,3,"5,000.00"
Value in Electing Women PAC,3,"5,000.00"
Rep. Frank Pallone (D-NJ),3,"5,000.00"
William Huizenga,3,"5,000.00"
LPAC-NY-StefanikE,3,"5,000.00"
Sen. John Nichols Boozman,3,"5,000.00"
Rep. Jared William Huffman (D),3,"5,000.00"
Congressman Don Bacon,3,"5,000.00"
Kyrsten Sinema ,3,"5,000.00"
"Huffman, Jared, M",3,"5,000.00"
Rep Brian Babin,3,"5,000.00"
Rep. Josh S. Gottheimer,3,"5,000.00"
Elise Stefanik (Federal LPAC),3,"5,000.00"
Congressman Phil Roe,2,"5,000.00"
Rep. Billy Long (R-MO-07),2,"5,000.00"
REP. DAVID SCHWEIKERT,2,"5,000.00"
"Garcia, Jesus",2,"5,000.00"
"Brownley, Julia",2,"5,000.00"
Marc Veasey Congressional Campaign Committee,2,"5,000.00"
Sen Cindy Hyde-Smith,2,"5,000.00"
Sen Thomas Cotton,2,"5,000.00"
Rep John D Dingell Jr,2,"5,000.00"
"Thune, John",2,"5,000.00"
"Scalise, Steve",2,"5,000.00"
Sen Jacky Rosen,2,"5,000.00"
Rep Kathleen M Rice,2,"5,000.00"
Rep Marcia L Fudge,2,"5,000.00"
Rep Ronald J Wright,2,"5,000.00"
Rep Adam Schiff,2,"5,000.00"
The Honorable Robert Edward Latta,2,"5,000.00"
The Honorable Roger Williams,2,"5,000.00"
The Honorable John Thune,2,"5,000.00"
Washington State Democratic Central Cmte,2,"5,000.00"
Rep. McHenry,2,"5,000.00"
"Texans for Senator John Cornyn, Inc.",2,"5,000.00"
Eddie Bernice Johnson for Congress,2,"5,000.00"
The Reed Committee,2,"5,000.00"
Rep Anthony Brindisi,2,"5,000.00"
Rep Don Bacon,2,"5,000.00"
Rep Peter DeFazio,2,"5,000.00"
The Honorable Jacky Rosen ,2,"5,000.00"
Article 1 PAC,2,"5,000.00"
"Rep. Frank Pallone, Jr. (D)",2,"5,000.00"
Rep. Douglas  Collins,2,"5,000.00"
Rep. Austin Scott,2,"5,000.00"
BILL FOSTER,2,"5,000.00"
"Holding, George",2,"5,000.00"
"Casey, Bob",2,"5,000.00"
Charles Schumer ,2,"5,000.00"
Garland Barr,2,"5,000.00"
Lloyd Smucker ,2,"5,000.00"
Lisa Murkowski ,2,"5,000.00"
Lisa Blunt Rochester ,2,"5,000.00"
TED YOHO,2,"5,000.00"
SEN SUSAN COLLINS,2,"5,000.00"
REP CHARLIE CRIST,2,"5,000.00"
SEN TIM KAINE,2,"5,000.00"
REP PETE AGUILAR,2,"5,000.00"
Sen. James Paul Lankford,2,"5,000.00"
Victory in November Election PAC (VINEPAC),2,"5,000.00"
REP. GREG WALDEN,2,"5,000.00"
REP. DEREK KILMER,2,"5,000.00"
REP. TODD YOUNG,2,"5,000.00"
REP. KURT SCHRADER,2,"5,000.00"
SEN. CATHERINE CORTEZ MASTO,2,"5,000.00"
Rep. Buddy Carter (GA-01),2,"5,000.00"
Rep. Patrick T. McHenry,2,"5,000.00"
Clark for Congress,2,"5,000.00"
Elizabeth Pannill Fletcher for Congress,2,"5,000.00"
Kevin McCarthy ,2,"5,000.00"
Congressman Brett Guthrie,2,"5,000.00"
TODD YOUNG,2,"5,000.00"
Jerry Carl,2,"5,000.00"
Manny Sethi,2,"5,000.00"
Oorah! Political Action Committee,2,"5,000.00"
Trust PAC,2,"5,000.00"
Ted Cruz Victory PAC,2,"5,000.00"
Fund for Americas Future,2,"5,000.00"
U.S. Representative Richard E. Neal,2,"5,000.00"
Congressman Frank Pallone Jr.,2,"5,000.00"
Sen. Jeanne Shaheen ,2,"5,000.00"
Stephen Scalise,2,"5,000.00"
Rep. Mike K. Simpson,2,"5,000.00"
Rep. Jim R. Langevin,2,"5,000.00"
Rep. Chuck J. Fleischmann,2,"5,000.00"
Rep. Thomas Cole,2,"5,000.00"
U.S. Congressman Steve Scalise,2,"5,000.00"
Rep. David Patrick Joyce,2,"5,000.00"
Scalise Leadership Fund (joint fundraising committee),2,"5,000.00"
Rep. Joshua S. Gottheimer (D),2,"5,000.00"
Rep. Gerald M. McNerney (D),2,"5,000.00"
Rep. Linda T. Sanchez (D),2,"5,000.00"
Rep. Henry Roberto Cuellar ,2,"5,000.00"
"John Cornyn, III",2,"5,000.00"
"Rep. William James Pascrell, Jr.",2,"5,000.00"
Simpson for Congress,2,"5,000.00"
Rep. Bryan G. Steil,2,"5,000.00"
Sen. Todd Christopher Young,2,"5,000.00"
"Sen. David Alfred Perdue, Jr.",2,"5,000.00"
Rep. Thomas Jeffery Cole,2,"5,000.00"
Minnesota Senate Victory PAC,2,"5,000.00"
Rep Daniel Webster,2,"5,000.00"
Rep. Neal Patrick Dunn (R),2,"5,000.00"
Sen. Mitt Romney (R),2,"5,000.00"
"Rep. Garland Hale Barr, IV (R)",2,"5,000.00"
McKesson Corporation Employees Political Fund,2,"5,000.00"
Peter Stauber,2,"5,000.00"
Kevin Owen McCarthy,2,"5,000.00"
Rep. Andy Harris (MD-1),2,"5,000.00"
Senator Richard Joseph Durbin,2,"5,000.00"
McCarthy,2,"5,000.00"
Schneider,2,"5,000.00"
Rep John A Yarmuth,2,"5,000.00"
Rep Max N Rose,2,"5,000.00"
Rep Paul Gosar,2,"5,000.00"
"Stewart, Chris",2,"5,000.00"
Rep. David Albert Scott,2,"5,000.00"
"Sen. David Alfred Perdue, Jr. ",2,"5,000.00"
Rep. Stephanie Murphy (FL-07),2,"5,000.00"
Rep. Dwight Evans (PA-03),2,"5,000.00"
Rep. David Kustoff (TN-08),2,"5,000.00"
BUILDING RELATIONSHIPS IN DIVERSE GEOGRAPHIC ENVIRONMENTS PA,2,"5,000.00"
ANDRE CARSON,2,"5,000.00"
Rep Tom Emmer,2,"5,000.00"
Rep. Jeffrey Lane Fortenberry,2,"5,000.00"
Peter Meijer (R),2,"5,000.00"
Mark E. Amodei,2,"5,000.00"
Believe in America PAC,2,"5,000.00"
Daniel  Newhouse,2,"5,000.00"
Rep. Gregory W. Meeks,2,"5,000.00"
Rep. Cheri L. Bustos,2,"5,000.00"
Sen. Pat J. Toomey,2,"5,000.00"
Sen. Mike D. Crapo,2,"5,000.00"
Sen Mazie K Hirono,2,"5,000.00"
LPAC,2,"5,000.00"
"Levin, Andy",2,"5,000.00"
"Johnson, James Michael",2,"5,000.00"
"Harris, Andy",2,"5,000.00"
"Rezin, Sue",2,"5,000.00"
Responsibility & Freedom Work PAC,1,"5,000.00"
Point PAC,1,"5,000.00"
Massachusetts Democratic Party Federal PAC,1,"5,000.00"
Representative Steve Scalise; Eye of the Tiger PAC,1,"5,000.00"
Joni Ernst ,1,"5,000.00"
Candidate Bill Clifford (R-KS-1),1,"5,000.00"
Leadership PAC,1,"5,000.00"
Cong. Kevin McCarthy ,1,"5,000.00"
